"playid","season","week","gamekey_internal","offense","defense","play_type","quarter","minutes","seconds","yards_to_endzone","down","distance","yards_gained","total_rbs","total_wrs","total_tes","personnel","shotgun","play_action","no_huddle","defenders_in_box","run_direction","yards_created","yards_blocked","target_depth","evaded_tackle1","evaded_tackle2","evaded_tackle3","oline_hurry","qb_seconds_to_throw","throw_under_duress","batted_pass","money_throw","interceptable_pass","danger_play","catchable_pass","contested_target","end_zone_target","drop","pass_breakup","qb_throw_away","receiver_separation_at_target","qb_id","runner_id","targeted_receiver_id","targeted_defender_id","coverage_type","skill1","skill1_route","skill1_motion","skill1_cushion","skill2","skill2_route","skill2_motion","skill2_cushion","skill3","skill3_route","skill3_motion","skill3_cushion","skill4","skill4_route","skill4_motion","skill4_cushion","skill5","skill5_route","skill5_motion","skill5_cushion","qb_pressure_defender1_id","qb_pressure_defender2_id","qb_pressure_defender3_id","pass_breakup_defender_id","description","first_down_gained","redzone","away_team","home_team","off_score","def_score","penalty_team","penalty","blocked_kick","interception","sack","fumble","fumble_lost","over_under","spread","surface","conditions","forecast_temp","forecast_wind"
1106341,2025,1,"2025-09-05_NA","","","NOPL",4,2,14,"",0,0,0,0,5,0,"00",0,0,0,0,"","","","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","","","","","",0,"","","",0,"","","",0,"","","",0,"","","",0,"","","","","","","Timeout #3 by KC at 02:14.",0,"","KC","LAC",0,0,"","",0,0,0,0,0,47.5,-3,"Grass","Cloudy",62,7
1106342,2025,1,"2025-09-05_LAC_KC","LAC","KC","RUSH",4,2,14,"66",3,14,19,1,3,1,"11",1,0,0,6,"RE","","","","","","",1,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0036355","","","9","00-0030279",1,"","3","00-0039915",1,"","1","00-0034270",0,"","","00-0040666",1,"P","","00-0038544",1,"","1","00-0032762","","","","(2:14) (Shotgun) 10-J.Herbert scrambles right end to KC 47 for 19 yards (27-C.Conner).",1,"0","KC","LAC",27,21,"","",0,0,0,0,0,47.5,-3,"Grass","Cloudy",62,7
1106343,2025,1,"2025-09-05_LAC_KC","LAC","KC","RUSH",4,2,0,"47",1,10,-1,0,5,0,"00",0,0,0,0,"","","","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0036355","","","","",0,"","","",0,"","","",0,"","","",0,"","","",0,"","","","","","","(2:00) 10-J.Herbert kneels to KC 48 for -1 yards.",0,"0","KC","LAC",27,21,"","",0,0,0,0,0,47.5,-3,"Grass","Cloudy",62,7
1106344,2025,1,"2025-09-05_LAC_KC","LAC","KC","RUSH",4,1,18,"48",2,11,-2,0,5,0,"00",0,0,0,0,"","","","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0036355","","","","",0,"","","",0,"","","",0,"","","",0,"","","",0,"","","","","","","(1:18) 10-J.Herbert kneels to 50 for -2 yards.",0,"0","KC","LAC",27,21,"","",0,0,0,0,0,47.5,-3,"Grass","Cloudy",62,7
1106345,2025,1,"2025-09-05_LAC_KC","LAC","KC","RUSH",4,0,38,"50",3,13,-1,0,5,0,"00",0,0,0,0,"","","","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0036355","","","","",0,"","","",0,"","","",0,"","","",0,"","","",0,"","","","","","","(:38) 10-J.Herbert kneels to LAC 49 for -1 yards.",0,"0","KC","LAC",27,21,"","",0,0,0,0,0,47.5,-3,"Grass","Cloudy",62,7
1106346,2025,1,"2025-09-07_TB_ATL","ATL","TB","KOFF",1,15,0,"35",0,0,0,0,5,0,"00",0,0,0,0,"","","","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","","","","","",0,"","","",0,"","","",0,"","","",0,"","","",0,"","","","","","","4-C.McLaughlin kicks 59 yards from TB 35 to ATL 6. 14-J.Agnew to ATL 35 for 29 yards (81-R.Miller).",0,"0","TB","ATL",0,0,"","",0,0,0,0,0,47.5,0,"Fieldturf","Dome",0,0
1106347,2025,1,"2025-09-07_TB_ATL","ATL","TB","PASS",1,14,54,"65",1,10,11,2,2,1,"21",1,0,0,5,"","2","9","5","","","",0,"1.4",0,0,0,0,0,1,0,"0",0,0,0,"OPN","00-0039917","","00-0038542","00-0037268","2","00-0037263",1,"","4","00-0039394",1,"","13","00-0036970",1,"","5","00-0037238",1,"","5","00-0038542",1,"","3","","","","","(14:54) (Shotgun) 9-M.Penix pass short right to 7-B.Robinson to ATL 46 for 11 yards (27-Z.McCollum).",1,"0","TB","ATL",0,0,"","",0,0,0,0,0,47.5,0,"Fieldturf","Dome",0,0
1106348,2025,1,"2025-09-07_TB_ATL","ATL","TB","RUSH",1,14,10,"54",1,10,4,1,2,2,"12",1,0,0,6,"LE","2","2","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0037263","","","","00-0039394",0,"P","","00-0037238",0,"","","00-0037263",0,"","","00-0036429",0,"","","00-0036970",0,"","","","","","","(14:10) (Shotgun) 25-T.Allgeier left end to 50 for 4 yards (8-S.Dennis).",0,"0","TB","ATL",0,0,"","",0,0,0,0,0,47.5,0,"Fieldturf","Dome",0,0
1106349,2025,1,"2025-09-07_TB_ATL","ATL","TB","PASS",1,13,26,"50",2,6,50,1,2,2,"12",1,1,0,6,"","","","-2","","","",1,"3.1",0,0,0,0,0,1,0,"0",0,0,0,"WO","00-0039917","","00-0038542","00-0039049","3","00-0036970",1,"","3","00-0036429",0,"","","00-0038542",1,"","","00-0039394",1,"S","9","00-0037238",1,"","8","00-0035699","","","","(13:26) (Shotgun) 9-M.Penix pass short right to 7-B.Robinson for 50 yards, TOUCHDOWN.",1,"0","TB","ATL",0,0,"","",0,0,0,0,0,47.5,0,"Fieldturf","Dome",0,0
1106350,2025,1,"2025-09-07_TB_ATL","ATL","TB","FGXP",1,13,14,"15",0,0,0,0,5,0,"00",0,0,0,0,"","","","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","","","","","",0,"","","",0,"","","",0,"","","",0,"","","",0,"","","","","","","6-Y.Koo extra point is GOOD, Center-49-L.McCullough, Holder-13-B.Pinion.",0,"1","TB","ATL",6,0,"","",0,0,0,0,0,47.5,0,"Fieldturf","Dome",0,0
1106351,2025,1,"2025-09-07_TB_ATL","TB","ATL","KOFF",1,13,14,"35",0,0,0,0,5,0,"00",0,0,0,0,"","","","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","","","","","",0,"","","",0,"","","",0,"","","",0,"","","",0,"","","","","","","6-Y.Koo kicks 44 yards from ATL 35 to TB 21, short of landing zone. PENALTY on ATL-6-Y.Koo, Kickoff Short of Landing Zone, placed at TB 40.",0,"0","TB","ATL",0,7,"ATL","Kickoff Short of Landing Zone",0,0,0,0,0,47.5,0,"Fieldturf","Dome",0,0
1106352,2025,1,"2025-09-07_TB_ATL","TB","ATL","PASS",1,13,14,"60",1,10,0,1,2,2,"12",1,1,0,6,"","","","5","","","",1,"",0,0,0,0,0,0,0,"0",0,0,0,"","00-0034855","","","","1","00-0040129",1,"","7","00-0039050",0,"S","","00-0039361",0,"","","00-0038129",0,"","","00-0031408",1,"","1","00-0038980","","","","(13:14) (Shotgun) 6-B.Mayfield pass incomplete short right.",0,"0","TB","ATL",0,7,"","",0,0,0,0,0,47.5,0,"Fieldturf","Dome",0,0
1106353,2025,1,"2025-09-07_TB_ATL","TB","ATL","RUSH",1,13,9,"60",2,10,2,2,2,1,"21",1,0,0,8,"RG","3","-1","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0039361","","","","00-0031408",0,"","","00-0040129",0,"","","00-0037256",0,"S","","00-0039361",0,"","","00-0038129",0,"","","","","","","(13:09) (Shotgun) 7-B.Irving right guard to TB 42 for 2 yards (96-Z.Harrison; 17-A.Ebiketie).",0,"0","TB","ATL",0,7,"","",0,0,0,0,0,47.5,0,"Fieldturf","Dome",0,0
1106354,2025,1,"2025-09-07_TB_ATL","TB","ATL","PASS",1,12,25,"58",3,8,0,1,3,1,"11",1,0,0,6,"","","","16","","","",1,"1.8",0,0,0,0,0,0,0,"0",0,0,0,"STP","00-0034855","","00-0032385","00-0034843","2","00-0032385",1,"P","8","00-0040129",1,"","2","00-0031408",1,"","6","00-0039361",0,"P","","00-0038129",1,"P","1","00-0036990","","","","(12:25) (Shotgun) 6-B.Mayfield pass incomplete deep left to 17-S.Shepard.",0,"0","TB","ATL",0,7,"","",0,0,0,0,0,47.5,0,"Fieldturf","Dome",0,0
1106355,2025,1,"2025-09-07_TB_ATL","TB","ATL","PUNT",1,12,21,"58",4,8,0,0,5,0,"00",0,0,0,0,"","","","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","","","","","",0,"","","",0,"","","",0,"","","",0,"","","",0,"","","","","","","(12:21) 9-R.Dixon punts 40 yards to ATL 18, Center-86-E.Deckers, downed by TB-19-K.Johnson.",0,"0","TB","ATL",0,7,"","",0,0,0,0,0,47.5,0,"Fieldturf","Dome",0,0
1106356,2025,1,"2025-09-07_TB_ATL","ATL","TB","NOPL",1,12,11,"82",1,10,0,1,2,2,"12",1,0,0,8,"","8","-8","","00-0039063","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","","","","","00-0039394",0,"P","","00-0037238",0,"","","00-0038542",0,"","","00-0036429",0,"","","00-0036970",0,"","","","","","","(12:11) (Shotgun) 7-B.Robinson up the middle to ATL 24 for 6 yards (54-L.David; 23-T.Smith). PENALTY on TB-5-H.Reddick, Defensive Offside, 5 yards, enforced at ATL 18 - No Play.",0,"0","TB","ATL",7,0,"TB","Defensive Offside",0,0,0,0,0,47.5,0,"Fieldturf","Dome",0,0
1106357,2025,1,"2025-09-07_TB_ATL","ATL","TB","PASS",1,11,52,"77",1,5,0,1,2,2,"12",1,1,0,7,"","","","12","","","",0,"3.1",0,0,0,0,0,1,0,"0",1,0,0,"TCV","00-0039917","","00-0039394","00-0037268","4","00-0039394",1,"","7","00-0037238",1,"","5","00-0038542",0,"","","00-0036429",0,"","","00-0036970",1,"","4","","","","","(11:52) (Shotgun) 9-M.Penix pass incomplete short right to 82-Cas.Washington.",0,"0","TB","ATL",7,0,"","",0,0,0,0,0,47.5,0,"Fieldturf","Dome",0,0
1106358,2025,1,"2025-09-07_TB_ATL","ATL","TB","RUSH",1,11,46,"77",2,5,0,1,2,2,"12",1,0,0,7,"","","","","","","",0,"",0,0,0,0,1,0,0,"",0,0,0,"","","00-0039917","","","","00-0039394",0,"","","00-0037238",0,"P","","00-0036429",0,"S","","00-0038542",0,"","","00-0036970",0,"","","","","","","(11:46) (Shotgun) 9-M.Penix FUMBLES (Aborted) at ATL 17, recovered by ATL-7-B.Robinson at ATL 19.",0,"0","TB","ATL",7,0,"","",0,0,0,1,0,47.5,0,"Fieldturf","Dome",0,0
1106359,2025,1,"2025-09-07_TB_ATL","ATL","TB","PASS",1,10,59,"81",3,9,13,1,3,1,"11",1,0,0,6,"","1","12","6","00-0039049","","",0,"2.4",0,0,0,0,0,1,0,"0",0,0,0,"CLS","00-0039917","","00-0034407","00-0039049","2","00-0039394",1,"","1","00-0038542",0,"","1","00-0034407",1,"","2","00-0036970",1,"","5","00-0037238",1,"P","1","","","","","(10:59) (Shotgun) 9-M.Penix pass short right to 34-R.McCloud to ATL 32 for 13 yards (27-Z.McCollum).",1,"0","TB","ATL",7,0,"","",0,0,0,0,0,47.5,0,"Fieldturf","Dome",0,0
1106360,2025,1,"2025-09-07_TB_ATL","ATL","TB","PASS",1,10,10,"68",1,10,6,2,2,1,"21",1,0,0,7,"","2","4","-3","","","",0,"1.3",0,0,0,0,0,1,0,"0",0,0,0,"WO","00-0039917","","00-0038542","00-0037268","3","00-0039394",1,"","8","00-0036429",1,"","","00-0037263",1,"","","00-0038542",1,"P","","00-0037238",1,"","1","","","","","(10:10) (Shotgun) 9-M.Penix pass short right to 7-B.Robinson to ATL 38 for 6 yards (27-Z.McCollum).",0,"0","TB","ATL",7,0,"","",0,0,0,0,0,47.5,0,"Fieldturf","Dome",0,0
1106361,2025,1,"2025-09-07_TB_ATL","ATL","TB","PASS",1,9,23,"62",2,4,19,1,3,1,"11",1,0,0,7,"","2","17","15","","","",0,"1.9",0,0,0,0,0,1,0,"0",0,0,0,"OPN","00-0039917","","00-0039394","00-0039846","1","00-0037238",1,"","1","00-0039394",1,"","7","00-0036429",1,"","4","00-0038542",0,"","","00-0034407",1,"","1","00-0039068","","","","(9:23) (Shotgun) 9-M.Penix pass short left to 82-Cas.Washington pushed ob at TB 43 for 19 yards (23-T.Smith) [0-Y.Diaby].",1,"0","TB","ATL",7,0,"","",0,0,0,0,0,47.5,0,"Fieldturf","Dome",0,0
1106362,2025,1,"2025-09-07_TB_ATL","ATL","TB","RUSH",1,8,48,"43",1,10,5,1,3,1,"11",1,0,0,6,"RE","2","3","","00-0037268","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0037263","","","","00-0039394",0,"","","00-0037263",0,"","","00-0036429",0,"","","00-0037238",0,"P","","00-0034407",0,"","","","","","","(8:48) (Shotgun) 25-T.Allgeier right end to TB 38 for 5 yards (50-V.Vea).",0,"0","TB","ATL",7,0,"","",0,0,0,0,0,47.5,0,"Fieldturf","Dome",0,0
1106363,2025,1,"2025-09-07_TB_ATL","ATL","TB","RUSH",1,8,4,"38",2,5,-1,1,3,1,"11",1,0,0,6,"RG","0","-1","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0037263","","","","00-0037238",0,"","","00-0036429",0,"","","00-0037263",0,"","","00-0034407",0,"S","","00-0039394",0,"","","","","","","(8:04) (Shotgun) 25-T.Allgeier right guard to TB 39 for -1 yards (0-Y.Diaby, 5-H.Reddick).",0,"0","TB","ATL",7,0,"","",0,0,0,0,0,47.5,0,"Fieldturf","Dome",0,0
1106364,2025,1,"2025-09-07_TB_ATL","ATL","TB","PASS",1,7,18,"39",3,6,-2,1,3,1,"11",1,0,0,7,"","0","-2","-3","","","",0,"1",0,0,0,0,0,1,0,"0",0,0,0,"CLS","00-0039917","","00-0037238","00-0040143","1","00-0037238",1,"P","5","00-0036970",0,"","2","00-0034407",0,"","","00-0038542",1,"","","00-0039394",1,"","1","","","","","(7:18) (Shotgun) 9-M.Penix pass short left to 5-D.London to TB 41 for -2 yards (25-J.Parrish).",0,"0","TB","ATL",7,0,"","",0,0,0,0,0,47.5,0,"Fieldturf","Dome",0,0
1106365,2025,1,"2025-09-07_TB_ATL","ATL","TB","PUNT",1,6,34,"41",4,8,0,0,5,0,"00",0,0,0,0,"","","","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","","","","","",0,"","","",0,"","","",0,"","","",0,"","","",0,"","","","","","","(6:34) 13-B.Pinion punts 33 yards to TB 8, Center-49-L.McCullough, fair catch by 19-K.Johnson.",0,"0","TB","ATL",7,0,"","",0,0,0,0,0,47.5,0,"Fieldturf","Dome",0,0
1106366,2025,1,"2025-09-07_TB_ATL","TB","ATL","RUSH",1,6,28,"92",1,10,0,1,2,2,"12",0,0,0,7,"LG","0","0","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0039361","","","","00-0031408",0,"","","00-0039050",0,"P","","00-0039361",0,"","","00-0037311",0,"S","","00-0040129",0,"","","","","","","(6:28) 7-B.Irving left guard to TB 8 for no gain (0-D.Deablo; 55-K.Elliss).",0,"0","TB","ATL",0,7,"","",0,0,0,0,0,47.5,0,"Fieldturf","Dome",0,0
1106367,2025,1,"2025-09-07_TB_ATL","TB","ATL","PASS",1,5,47,"92",2,10,0,1,3,1,"11",1,0,0,7,"","","","17","","","",1,"4.7",0,0,0,0,0,0,0,"0",0,0,1,"","00-0034855","","","","0","00-0039361",1,"","6","00-0031408",1,"","6","00-0040129",1,"","11","00-0032385",1,"","4","00-0038129",1,"","7","00-0038980","","","","(5:47) (Shotgun) 6-B.Mayfield pass incomplete deep right.",0,"0","TB","ATL",0,7,"","",0,0,0,0,0,47.5,0,"Fieldturf","Dome",0,0
1106368,2025,1,"2025-09-07_TB_ATL","TB","ATL","RUSH",1,5,40,"92",3,10,5,1,3,1,"11",1,0,0,5,"RM","","","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0034855","","","2","00-0031408",1,"","1","00-0037256",0,"","","00-0038129",1,"","2","00-0032385",1,"","10","00-0040129",1,"","7","","","","","(5:40) (Shotgun) 6-B.Mayfield scrambles up the middle to TB 13 for 5 yards (55-K.Elliss).",0,"0","TB","ATL",0,7,"","",0,0,0,0,0,47.5,0,"Fieldturf","Dome",0,0
1106369,2025,1,"2025-09-07_TB_ATL","TB","ATL","PUNT",1,4,59,"87",4,5,0,0,5,0,"00",0,0,0,0,"","","","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","","","","","",0,"","","",0,"","","",0,"","","",0,"","","",0,"","","","","","","(4:59) 9-R.Dixon punts 61 yards to ATL 26, Center-86-E.Deckers. 14-J.Agnew to ATL 38 for 12 yards (41-K.Kieft).",0,"0","TB","ATL",0,7,"","",0,0,0,0,0,47.5,0,"Fieldturf","Dome",0,0
1106370,2025,1,"2025-09-07_TB_ATL","ATL","TB","RUSH",1,4,46,"62",1,10,2,1,2,2,"12",1,0,0,6,"LE","3","-1","","00-0039846","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0038542","","","","00-0037238",0,"","","00-0036970",0,"","","00-0036429",0,"","","00-0038542",0,"","","00-0039394",0,"","","","","","","(4:46) (Shotgun) 7-B.Robinson left end to ATL 40 for 2 yards (25-J.Parrish).",0,"0","TB","ATL",7,0,"","",0,0,0,0,0,47.5,0,"Fieldturf","Dome",0,0
1106371,2025,1,"2025-09-07_TB_ATL","ATL","TB","RUSH",1,4,3,"60",2,8,3,1,3,1,"11",1,0,0,6,"LG","2","1","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0038542","","","","00-0036970",0,"","","00-0038542",0,"","","00-0034407",0,"","","00-0037238",0,"","","00-0039394",0,"","","","","","","(4:03) (Shotgun) 7-B.Robinson left guard to ATL 43 for 3 yards (96-G.Gaines; 54-L.David).",0,"0","TB","ATL",7,0,"","",0,0,0,0,0,47.5,0,"Fieldturf","Dome",0,0
1106372,2025,1,"2025-09-07_TB_ATL","ATL","TB","PASS",1,3,37,"57",3,5,0,1,3,1,"11",1,0,1,6,"","","","4","","","",0,"2.1",0,0,0,0,0,0,0,"0",0,0,0,"STP","00-0039917","","00-0037238","00-0037268","1","00-0039394",1,"","6","00-0034407",1,"","2","00-0038542",0,"","","00-0036970",1,"","1","00-0037238",1,"","3","","","","","(3:37) (No Huddle, Shotgun) 9-M.Penix pass incomplete short right to 5-D.London.",0,"0","TB","ATL",7,0,"","",0,0,0,0,0,47.5,0,"Fieldturf","Dome",0,0
1106373,2025,1,"2025-09-07_TB_ATL","ATL","TB","PUNT",1,3,33,"57",4,5,0,0,5,0,"00",0,0,0,0,"","","","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","","","","","",0,"","","",0,"","","",0,"","","",0,"","","",0,"","","","","","","(3:33) 13-B.Pinion punts 48 yards to TB 9, Center-49-L.McCullough, out of bounds.",0,"0","TB","ATL",7,0,"","",0,0,0,0,0,47.5,0,"Fieldturf","Dome",0,0
1106374,2025,1,"2025-09-07_TB_ATL","TB","ATL","PASS",1,3,24,"91",1,10,0,1,2,2,"12",0,1,0,6,"","","","17","","","",0,"2.9",0,0,0,0,0,1,1,"0",0,0,0,"TCV","00-0034855","","00-0040129","00-0040148","6","00-0031408",1,"","1","00-0040129",1,"","2","00-0039361",0,"","","00-0037311",0,"","","00-0039050",0,"","","","","","","(3:24) 6-B.Mayfield pass incomplete deep left to 2-E.Egbuka (31-X.Watts).",0,"0","TB","ATL",0,7,"","",0,0,0,0,0,47.5,0,"Fieldturf","Dome",0,0
1106375,2025,1,"2025-09-07_TB_ATL","TB","ATL","RUSH",1,3,18,"91",2,10,8,1,3,1,"11",1,0,0,7,"RE","2","6","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0039361","","","","00-0032385",0,"","","00-0031408",0,"","","00-0039361",0,"","","00-0038129",0,"","","00-0040129",0,"","","","","","","(3:18) (Shotgun) 7-B.Irving right end to TB 17 for 8 yards (3-J.Bates).",0,"0","TB","ATL",0,7,"","",0,0,0,0,0,47.5,0,"Fieldturf","Dome",0,0
1106376,2025,1,"2025-09-07_TB_ATL","TB","ATL","PASS",1,2,33,"83",3,2,10,1,3,1,"11",1,0,0,6,"","0","10","9","","","",1,"3",0,0,0,0,0,1,0,"0",0,0,0,"STP","00-0034855","","00-0032385","00-0040156","1","00-0032385",1,"","5","00-0040129",1,"","1","00-0039361",0,"","","00-0038129",1,"P","3","00-0031408",1,"P","0","00-0035316","","","","(2:33) (Shotgun) 6-B.Mayfield pass short right to 17-S.Shepard to TB 27 for 10 yards (33-B.Bowman).",1,"0","TB","ATL",0,7,"","",0,0,0,0,0,47.5,0,"Fieldturf","Dome",0,0
1106377,2025,1,"2025-09-07_TB_ATL","TB","ATL","RUSH",1,1,52,"73",1,10,9,1,3,1,"11",0,0,0,7,"LG","8","1","","00-0038116","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0039361","","","","00-0040129",0,"","","00-0032385",0,"P","","00-0038129",0,"","","00-0039361",0,"","","00-0031408",0,"","","","","","","(1:52) 7-B.Irving left guard to TB 36 for 9 yards (31-X.Watts, 21-M.Hughes).",0,"0","TB","ATL",0,7,"","",0,0,0,0,0,47.5,0,"Fieldturf","Dome",0,0
1106378,2025,1,"2025-09-07_TB_ATL","TB","ATL","PASS",1,1,11,"64",2,1,0,1,3,1,"11",0,1,0,6,"","","","19","","","",0,"3.2",0,0,0,0,0,0,0,"0",0,1,0,"TCV","00-0034855","","00-0031408","00-0036990","6","00-0038129",0,"","","00-0039361",0,"","","00-0040129",1,"P","5","00-0040237",1,"S","13","00-0031408",1,"","7","","","","00-0036990","(1:11) 6-B.Mayfield pass incomplete deep middle to 13-M.Evans (0-D.Deablo).",0,"0","TB","ATL",0,7,"","",0,0,0,0,0,47.5,0,"Fieldturf","Dome",0,0
1106379,2025,1,"2025-09-07_TB_ATL","TB","ATL","RUSH",1,1,5,"64",3,1,0,1,1,3,"13",0,0,0,7,"LE","3","-3","","00-0038980","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0039361","","","","00-0039050",0,"","","00-0037311",0,"","","00-0039361",0,"","","00-0038129",0,"","","00-0031408",0,"","","","","","","(1:05) 7-B.Irving left end to TB 36 for no gain (24-A.Terrell).",0,"0","TB","ATL",0,7,"","",0,0,0,0,0,47.5,0,"Fieldturf","Dome",0,0
1106380,2025,1,"2025-09-07_TB_ATL","TB","ATL","PASS",1,0,22,"64",4,1,6,1,2,2,"12",0,0,0,6,"","0","6","6","","","",1,"2.8",0,0,0,0,0,1,0,"0",0,0,0,"STP","00-0034855","","00-0031408","00-0036285","1","00-0031408",1,"","1","00-0039361",0,"","","00-0038129",0,"S","","00-0039050",0,"","","00-0040129",1,"","6","00-0036990","","","","(:22) 6-B.Mayfield pass short right to 13-M.Evans to TB 42 for 6 yards (24-A.Terrell).",1,"0","TB","ATL",0,7,"","",0,0,0,0,0,47.5,0,"Fieldturf","Dome",0,0
1106381,2025,1,"2025-09-07_TB_ATL","TB","ATL","NOPL",2,15,0,"58",1,10,0,1,3,1,"11",0,0,0,7,"","8","-8","","00-0040156","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","","","","","00-0032385",0,"","","00-0040129",0,"","","00-0038951",0,"","","00-0039050",0,"S","","00-0038824",0,"","","","","","","(15:00) 44-S.Tucker left end pushed ob at TB 49 for 7 yards (21-M.Hughes). PENALTY on ATL-27-J.Pearce, Defensive Offside, 5 yards, enforced at TB 42 - No Play.",0,"0","TB","ATL",0,7,"ATL","Defensive Offside",0,0,0,0,0,47.5,0,"Fieldturf","Dome",0,0
1106382,2025,1,"2025-09-07_TB_ATL","TB","ATL","RUSH",2,14,36,"53",1,5,2,1,3,1,"11",0,0,0,7,"RE","2","0","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0039361","","","","00-0031408",0,"","","00-0032385",0,"","","00-0039361",0,"","","00-0038129",0,"","","00-0040129",0,"","","","","","","(14:36) 7-B.Irving right end to ATL 42 for 11 yards (33-B.Bowman). PENALTY on TB-62-G.Barton, Offensive Holding, 10 yards, enforced at TB 49.",0,"0","TB","ATL",0,7,"TB","Offensive Holding",0,0,0,0,0,47.5,0,"Fieldturf","Dome",0,0
1106383,2025,1,"2025-09-07_TB_ATL","TB","ATL","PASS",2,14,6,"61",1,13,9,1,3,1,"11",1,0,0,6,"","2","7","6","","","",0,"2",0,0,0,0,0,1,0,"0",0,0,0,"OPN","00-0034855","","00-0040129","00-0040148","1","00-0039361",1,"","8","00-0032385",1,"","5","00-0038824",1,"","11","00-0040129",1,"","8","00-0038129",1,"P","3","","","","","(14:06) (Shotgun) 6-B.Mayfield pass short middle to 2-E.Egbuka to TB 48 for 9 yards (31-X.Watts).",0,"0","TB","ATL",0,7,"","",0,0,0,0,0,47.5,0,"Fieldturf","Dome",0,0
1106384,2025,1,"2025-09-07_TB_ATL","TB","ATL","RUSH",2,13,24,"52",2,4,2,1,2,2,"12",1,0,0,7,"RE","","","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0038951","","","","00-0031408",0,"","","00-0038951",0,"","","00-0038129",0,"","","00-0039050",0,"","","00-0040129",0,"","","","","","","(13:24) (Shotgun) 44-S.Tucker right end to 50 for 2 yards (33-B.Bowman).",0,"0","TB","ATL",0,7,"","",0,0,0,0,0,47.5,0,"Fieldturf","Dome",0,0
1106385,2025,1,"2025-09-07_TB_ATL","TB","ATL","RUSH",2,12,42,"50",3,2,5,1,3,1,"11",1,0,0,6,"RE","","","","","","",1,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0034855","","","2","00-0032385",1,"","7","00-0040129",1,"","0","00-0038129",1,"","5","00-0039361",1,"","","00-0031408",1,"","0","00-0038116","","","","(12:42) (Shotgun) 6-B.Mayfield scrambles right end pushed ob at ATL 45 for 5 yards (55-K.Elliss).",1,"0","TB","ATL",0,7,"","",0,0,0,0,0,47.5,0,"Fieldturf","Dome",0,0
1106386,2025,1,"2025-09-07_TB_ATL","TB","ATL","RUSH",2,12,16,"45",1,10,11,1,3,1,"11",1,0,1,7,"RG","2","9","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0037256","","","","00-0032385",0,"","","00-0040129",0,"","","00-0037256",0,"","","00-0038129",0,"","","00-0031408",0,"","","","","","","(12:16) (No Huddle, Shotgun) 1-R.White right guard to ATL 34 for 11 yards (31-X.Watts).",1,"0","TB","ATL",0,7,"","",0,0,0,0,0,47.5,0,"Fieldturf","Dome",0,0
1106387,2025,1,"2025-09-07_TB_ATL","TB","ATL","RUSH",2,11,54,"34",1,10,3,1,3,1,"11",1,0,1,7,"RT","3","0","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0037256","","","","00-0032385",0,"","","00-0040129",0,"","","00-0037256",0,"","","00-0038129",0,"","","00-0031408",0,"","","","","","","(11:54) (No Huddle, Shotgun) 1-R.White right tackle to ATL 31 for 3 yards (17-A.Ebiketie).",0,"0","TB","ATL",0,7,"","",0,0,0,0,0,47.5,0,"Fieldturf","Dome",0,0
